,0,1,2,3,4,5,6,7,8,9
390,"January 24, 2016",1/10,Flew Economy,"I boarded international flight from New Delhi to Philadelphia via Brussels. There was a snowstorm in Philadelphia the day I was supposed to reach there. When I reached Brussels, I came to know that flight was cancelled. There was absolutely no AA official to help me at the entire airport as far as I was allowed to go based on my passport and visa. NOT A SINGLE AIRLINE OFFICIAL to tell you about flight cancellation. I had no clue for next 7 hours. Finally one official arrived. She kept on saying sorry but didn’t give any accomodation for overnight stay. No eating vouchers, no upgradation to business class, no extra leg space seats to make up for all harrassment I was caused. All passengers going to other US destinations were held at Delhi but American Airlines didn’t find it necessary inform its passengers. I spent 40$ on wifi to connect with my family. 100$ on eating and drinking. Also, several of their flights dont have in flight entertainment available for intercontinental flights. I was stuck for 26 hours.",No,width: 40%,width: 60%,width: 40%,width: 60%,width: 40%
391,"January 24, 2016",1/10,Flew Economy,"
I AM NEVER EVER RECOMMENDING THIS AIRLINE EVER TO ANY ONE AGAIN!! PLEASE DONT TAKE IT. Delta is much better in US and you have many other options for international flights.",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
392,"January 23, 2016",1/10,Flew Economy,"This airline is god awful. Ticket are way overpriced, stuff are completely useless or hateful(if you can ever understand them). They took forever to get anywhere and cancel flights just so they can get a full air plane and save themselves money….. Some costumer service.",No,width: 20%,width: 40%,width: 20%,width: 0%,width: 0%
393,"January 22, 2016",10/10,Flew Economy,"IF I CAN HELP IT I WILL NEVER FLY ON AMERICAN AIRLINES AGAIN!!!!!! If you think Spirit is bad – at least they warn you about what kind of service you will face… At American Airlines they just keep changing their story FROM ONE PERSON TO THE NEXT, canceling your flight, then saying there is nothing they will do about it- you just need to pay more if you want to go!!!!! THE WORST CUSTOMER SERVICE I HAVE EVER HAD TO DEAL WITH WHEN FLYING!",Yes,width: 60%,width: 100%,width: 100%,width: 0%,width: 100%
394,"January 19, 2016",2/10,Flew Economy,"In the end im left paying extra for a flight i booked back in December but THEY lost/canceled/messed up the reservation MULTIPLE TIMES over the phone. and all im told is how there is no one within American Airlines who deals with customer service, but i can always send an email if i want to.",No,width: 20%,width: 60%,width: 40%,width: 0%,width: 60%
395,"January 18, 2016",2/10,Flew Economy,"Seats were changed for me and my 2 children – special needs children – so we were NOT sitting next to one another.  Additionally, the airline is fighting me on providing a refund for the premium seats that I never was given!!",No,width: 40%,width: 60%,width: 40%,width: 60%,width: 40%
396,"January 18, 2016",1/10,Flew Economy,"Due to a mechanical issue with our plane, we missed our connection to Boston from Charlotte. When finally arriving in NC, we rechecked our luggage and were assured we had a seat on the next flight to Boston and to report to the gate for seat assignment. However, at that gate, we were told we would be on STAND BY…We didn’t make the flight, but our luggage DID make it. We were then told that our party would be first in line on the next wait list and were assured we would travel as a party of four – and there WAS availability for four, BUT, one of our party members was listed out of order, (even though we checked in at the same time)…we were 1,2,3 and 6….We were told they HAD to take stand by passengers in the order in which they were listed, even though we had been promised we’d be able to travel together as a group….The Supervisor would not budge on that rule, and while we were discussing it, 4 other standby passengers were cleared for those seats.  At that point, they found us 4 confirmed seats through LGA the following day. It was a nightmare.",No,width: 20%,width: 80%,width: 20%,width: 0%,width: 60%
397,"January 18, 2016",1/10,Flew First,"
On a bright note the following morning, 1.17 Chris B. was on the desk and was able to change our seats for a nonstop to Boston.",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
398,"January 17, 2016",1/10,Flew Economy,"Bought first class tickets for a honeymoon for my niece and her husband.   American changed schedules and separated the couple onto different aircraft for both their outbound and return flights.   This took weeks to straighten out, at at least get the two on the same aircraft, even though not seating next to each other on each leg.  American also took a perfectly simple routing and made it complicated and arriving at ridiculous hours of the night.    On the return flight,  American pilot showed up 2 hours late, forcing the Kahului Airport to not allow the plane to take off.    Flights were once again shuffled with additional legs and inconvenience added.   First Class seats had to be relinquished just to get the couple home on a much longer and more circuitous and multi-flight route with a sleep-over on the Kahului Airport Floor overnight.   Very chaotic, very disorganised, very customer-unfriendly and very disappointing.    After having my own horror experiences with bad flight management with the “New” American and helplessness of AA Staff members,  I am done with this airline !",No,width: 20%,width: 60%,width: 20%,width: 80%,width: 20%
399,"January 16, 2016",1/10,Flew Economy,"Full Service airline – I dont think so – they make Tigerair in Australia look good! On checking in at Miami for the flight to Dallas, the pedantic agent made us redistribute 2lbs of gear from our 52 lb bag to our 47lb bag – then despite being entitled to an additional bag, and showing the agent the website they flatly refused to allow us to check in a 19lb cabin bag and wanted to charge us $84. When we got to the gate they announced that due to the flight being full passengers could check in their cabin bags free of charge. What a bunch of clowns – we flew JetBlue from New York to Orlando – no dramas with Checking in our bags – we did add an extra bag online for $35. AVOID American Airlines – they are dreadful!",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
